original_index,AirlineName,CabinType,OverallScore,Recommended,Review,lda_topic,lda_topic_probability,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob
4885,TAP Portugal,Economy Class,3.0,no,Amsterdam to Recife via Lisbon. The first leg was delayed for 1 hour therefore misser connecting flight before they arrange a hotel I had to wait more then 4 hours. When they booked me on another flight I had a 24 hour delay. I had premium boarding which was ok however as soon as you approach the bus they make a selection again and premium boarding is useless. Staff very unfriendly same as quality of information. If I can choose another airline I will certainly do.,0,0.403441,0.403441,0.003672,0.003677,0.091258,0.003676,0.233181,0.261095
4886,Air Canada,Economy Class,1.0,no,"The plane was super cramped and no food was offered unless you pay for it, including pretzels. Our return flight was a nightmare. We had to change our return date a day early (same flight route). The AC desk at the Portland airport has selective hours and no one there until 2 hours before the first flight out. So we had to wait 1.5 hours for staff to change the flight. The girl arrived and we were first in line (with a huge line up behind us). Staff said we booked it with a third party so we have to go through them to change anything. We asked if there was still room on the flights we were looking to retuning and she said yes. We asked if she could do anything for us, and if there is anything we can do to get on this flight. She said she can't help us and when we exhibited frustration from waiting over an hour and a half in line for a desk agent she said others are waiting too and you are holding them up! After an hour on the phone trying to change our flights, AC wanted $200 per ticket change fee and the price difference between flights which was over $1,400. No one was willing to do anything for us. This was the worst travel experience we've had with an airline. We will never fly this airline again!",4,0.327823,0.001649,0.00165,0.317809,0.272316,0.327823,0.077106,0.001647
4887,Frontier Airlines,Economy Class,1.0,no,"Awful airline, recommend saving your money, time, and stress and going on a different airline like Southwest. The amount of stress and lack of compassion with every one from their team locked in that I would never fly this horrible airline ever again. Not only do they charge you for everything, they try to finesse everything out of you by arguing and purposely creating confusion. I would not wish this airline on my worse enemy. Spend a couple dollars more and pick a different airline.",1,0.976105,0.003983,0.976105,0.003982,0.003988,0.003987,0.003978,0.003977
4888,Spirit Airlines,Economy Class,1.0,no,Boston to Raleigh. This is the worst airline I have ever been on. I got charged $65 dollars for a carry-on. Not worth the “savings”. I urge you not to take this airline. They are as bad as they come.,1,0.676513,0.009538,0.676513,0.009544,0.275771,0.009553,0.009537,0.009543
4889,Laudamotion,Economy Class,1.0,no,"Vienna to Edinburgh with Laudamotion. This airline and its parent Ryanair is disgraceful. I understand that cheap flights are cheap for a reason, but I find it unacceptable to list 1 price on the flight comparison platforms and leave the extra fees hidden somewhere in the airline's Ts&Cs. First of all you need to pay at least 7-9€ if you want to reserve a seat anywhere apart from the middle section, or get ""randomly allocated"" next to the toilet. Then, you are only allowed to bring a handbag on board, unless you pay 14€ to take an extra bag to store in the overhead bins, which other airlines don't charge for. Of course, if you forget to read what the airline defines as ""a small bag"" you can cough up 25€ at the gate. Also, if you wait to purchase the additional baggage option until check-in for the return flight, be prepared to pay 20€ for 10kg of checked baggage because they carry on option is ""sold out"". Adding everything up, you most likely end up spending more than sticking to one of the established players. Now to the experience itself. First of all, priority boarding that is kindly added to the extra carry on baggage option meant that passengers were allowed to wait for 30 minutes in the bus without any explanation or apology. Of course, the seats are about as comfortable as a wooden board and are made to fit half an anorexic teenager. Also, forget getting any rest as you are reminded on a half-hourly basis to purchase overprized perfume and lottery tickets.  All they do is force decent airlines to move into higher price segments to cater to business customers, while affordable flying is turning into an absolute ordeal. Nobody should have to pay to suffer through this kind of experience and get ripped off every which way possible",1,0.743809,0.188567,0.743809,0.000995,0.000995,0.000996,0.063643,0.000994
4890,Lion Air,,4.0,no,CGK to KUL return. Didn't expect much as had poor experiences with Lion in the past but was pleasantly surprised. Check-in very orderly both flights arrived absolutely on time and the fare was very competitive indeed. No food or IFE. Everything else was no-frills - but seats are allocated and flight operates to the proper passenger terminal at KUL and not the awful LCCT so I'd say that Lion has the edge over the other low-cost operator on this route Air Asia.,5,0.734037,0.24848,0.003496,0.003493,0.003492,0.003494,0.734037,0.003508
4891,Air France,Economy Class,1.0,no,Bogota to Paris with Air France. The plane was very old and the screens were tiny with loads of pixels and bad resolution. Really poor selection of English movies. The wire of the headphones was damaged and the sound was so low it was hard to hear anything. The flight attendants were not concerned about passengers.The food was inedible for me. I will never fly Air France again.,5,0.729405,0.004773,0.004773,0.004782,0.00477,0.004771,0.729405,0.246725
4892,Swoop,Economy Class,1.0,no,"Edmonton to Abbotsford . Absolutely disgusted. I have flown with swoop any times, which in reality is a rip off since you have to pay for every single thing over top of the fare. My flight was at 7:45AM on December 27th in Edmonton, I have already checked into my flight the night before at 9PM and I had been running late to the airport due to my morning sickness, I had upgraded my seats to the front of the plane when I had checked in in case my morning sickness continued onto the flight. When I have arrived at the airport and gotten up to the counter to check my bag which I PAID for and get a hard copy of my check in tickets the women had denied me entrance of the plane because my baggage was going to make it when it was 6:55AM and my plane was departing at 7:45AM yes I was pushing it close and only had 5 minutes but the women beside me had said to the lady at her customer counter ‘you just made it ‘ Then after trying to find out my options with the lady at the check in desk, she had the nerve to ask why I was late, and I had then told her because I was having morning sickness, which then she had proceeded to say I was not allowed on the plane in general because I was sick. I have never been more disgusted and mistreated by an airplane ever in my life and when I had gone ahead and emailed them about it, and the women at the counter wrote on my profile that I was 13 mins late, that’s when I had walked away from the counter because she spend 13 minutes being rude. They also said I couldn’t wait to get on the 12PM flight because I was sick and it was going to cost me full price. Being nearly $800 dollars for my fiancé and I. So we rented a car from enterprise for $155 and $100 dollars in gas, drive back to BC! 12hrs later - thank you enterprise.",2,0.366447,0.001105,0.293598,0.366447,0.199068,0.13758,0.001102,0.001102
4893,Vueling Airlines,Economy Class,1.0,no,BCN-LPA and LPA-BCN a week after. Seats very uncomfortable little leg room. Flight crew rude and not very accommodating. We have never experienced such an unfriendly crew. In general I believe that when someone decides to become a flight attendant there are 3 very important things they need to be. 1) Affable friendly accommodating. 2) Able to speak fluently in at least 2 languages. 3) Be able to orchestrate passengers through an emergency and succeed. Number 1 and 2 were failures for this airline.,5,0.600964,0.004216,0.004223,0.004225,0.00422,0.377934,0.600964,0.004218
4894,Emirates,Economy Class,2.0,no,"I use different airlines very frequently, and Emirate is one the worst. It canceled my original flight and change to new one with more than 8 hours gap, and they didn't suggest any facility. Also, the reason for canceling the first flight is unclear, because the first flight was working and no need to change my flight. Their behavior in check-in was very rude. They weight everything even a tiny kid backpack and charged very expensively for even 1 kilo overweight. Finally, I never use this unreliable airline.",1,0.513718,0.003501,0.513718,0.003496,0.003501,0.383304,0.003502,0.088977
4895,United Airlines,Economy Class,3.0,no,"Ontario to San Francisco. The service at the check in was terrible as there was a long argument on checking in a 2nd suitcase. Based on the United application, used for check in, I was allowed to check in 2 suitcases (1 from the ticket, 1 as a Star Alliance Gold). Getting to the airport the employee at the desk did not accept this as the system does not allow him to do that. Showing the details on the application didn't change anything, as he simply shrugged saying that I still have to pay for the 2nd suitcase. After insisting for a while, he called someone on the phone. No change. I asked him then, what is a customer supposed to do when one cannot trust the information on the application. His response was to call the customer service before the flight. Until today, I am not sure if he was serious or was making fun of me. The plane was small, not very comfortable and inflight service includes coffee. I try to avoid United when I can.",2,0.287658,0.001989,0.249584,0.287658,0.095593,0.248945,0.114237,0.001993
4896,Condor Airlines,Economy Class,1.0,no,Vancouver to Zagreb via Frankfurt. My first Condor experience has been absolutely horrible. Economy class is despicable on this airline with absolutely no leg room for the 10 hour flight from Vancouver to Frankfurt. The food they provide in economy was disgusting and mainly consisted of bread. In comparison to other airlines the Condor economy class is deplorable and definitely not worth your time or money.,5,0.655681,0.003979,0.00398,0.324406,0.003986,0.003982,0.655681,0.003987
4897,airblue,Economy Class,1.0,no,MAN-ISN direct. Flight delayed 26 hours! After sitting at the airport for 6 hours we were taken to a hotel room. Six hours later they took us back to the airport and we had to spend the remaining hours at the airport. Served chips 3 times in 26 hours (this was them taking care of us). When we eventually took off there were no flight entertainment. It took them 1.5 hrs to serve food. 3 hours later somebody came to pick up the rubbish. Throughout they left the lights on (on a night flight). No air conditioning in the air and no leg room.,3,0.44384,0.290557,0.002808,0.002812,0.44384,0.002808,0.254359,0.002818
4898,Jetstar Airways,Economy Class,1.0,no,"Very bad customer service and servere issues with reliability. I have flown with Jetsrar twice in a month and both time the my flights has been cancelled and rescheduled so that I have had to wait at the airport for half a day. The staff was uninterested in helping us and the fact that we had a baby at home and was unable to find a babysitter to look after our child until new flight arrived was ""not their problem"". Now sitting at the airport again with a cancelled flight. 5 hours to get through and screaming children. No apologies by the jetstar staff, not worth it for the cheaper flights. No way.",3,0.660401,0.003419,0.245712,0.003419,0.660401,0.00342,0.003417,0.080213
4899,TAP Portugal,Business Class,3.0,no,"Prague to Lisbon. Selling so called ""business"", but you sitin standard economy and only advantage is that you don't need to pay for a seat selection or luggage. It's not even fast-track ready! The crew is so annoyed, unwelcome and they even don't want to use visit toilets by passengers in front of the aircraft as they wanted private - which is crazy, if you take you bought business and they told you ""go on the back"".  And the fact they are not a cheap or low-cost company make this even worst. Try to avoid this company.",1,0.404212,0.003052,0.404212,0.00305,0.003047,0.16025,0.395905,0.030485
4900,Transavia,Economy Class,1.0,no,Ibiza to Paris Orly. Horrendous luggage delivery at orly airport. 1 hour delay delivery despite plane landing 15 minutes ahead of time. Nobody from Transavia around to inform or manage. Being low cost does not mean Transavia can drop its end to end responsibility. Missing the basics of Customer service.,0,0.750336,0.750336,0.004094,0.22918,0.004093,0.004103,0.004092,0.004102
4901,Air France,Economy Class,2.0,no,Air France AF681 on March 23 2015 from Atlanta to Paris was extremely harsh on me while I was traveling alone with my 13-month old son. They took away the stroller before I entered the flight and promised to give me a replacement at Paris. They gave no reason why my own stroller would not be given back to me and will directly be sent to New Delhi - my final destination. I had bought this stroller specifically as per Air France requirements/size limit. In Paris CDG airport they initially said they will give me a stroller at baggage claim (that makes no sense as I was not collecting my baggage). Then they said it will be given after I walk down to the next entry point. Finally they said they will give it at the boarding and I said that I will not need it at that moment. Carrying my son in one hand I had to manage my backpack and two more pieces of carry on baggage and had to take numerous stops before I reached the next flight. Not to mention I had to go through the security check too. Had my parents not met me in Paris CDG airport mid-way to join me on the next flight I would have missed the connecting flight that I had to catch within about an hour. Even in AF681 flight there were no attendants to help me to even mix the formula milk for my son and my co-passenger helped me. Website mentions about kid's meal that I had ordered beforehand only to find out that this will not suit my baby. I had to order baby meal (which is basically milk) but no one mentioned that when I pre-ordered meals over the phone before my travel.,2,0.577861,0.001176,0.216975,0.577861,0.001175,0.001175,0.106683,0.094955
4902,Air Canada,Business Class,4.0,no,"What has happened to our beautiful Airline? We always flew Air Canada for the service and the people but now I fly further to avoid Air Canada. On Dec 31 2016, AC873, FRA-YYZ, either the FA who worked the rear business class section was getting ready for retirement or she was having a really bad day because her unfriendly, take it or leave it, monosyllabic attitude was quite pronounced. The new business class seat on the 777-300 is actually not so bad. The screen's a bit close but it's big and the seat depth is a bit short (I could never get the foot rest up to a comfortable height) but there's lots of space and charging stations and places for things. Very mediocre wine selection, I think one choice of either old or new world in red or white and as I said very mediocre. I hear they have espresso's and cappuccino's but they were not offered. I ordered the vegetarian meal which came out vegan and really it's mind boggling what the kitchen at AC thinks vegetarians eat. Years ago I had an amazing veg meal on a flight from Toronto to Calgary, roasted veg with baked tofu, really well done but this was some tasteless roasted eggplant on Polenta with a tablespoon of tomato sauce and that's pretty much what AC serve these days. All of this would have been overlooked if the FA had shown any kind of welcome or pleasant attitude. It was bare minimum, no more and definitely no service with a smile. AC 610, YYZ-YHZ started out well and I slept through most of it until the last 15 minutes of landing approach, when a little boy two rows behind us in business class, started to piercingly scream for his mother and was unconsolable screaming ""Momee"" until we landed. I thought maybe mommy was meeting the plane but it turned out that ""Momee!"" was the FA in-charge. To her credit, she remained the FA in-charge and didn't get up but probably not a good idea to fly with the family. I was a loyal AC flyer for decades but now Lufthansa and United I like better and I fly them 90% of the time. The timing on this route was deciding factor in flying with AC this time but that will not happen again. LH FA's are always welcoming and friendly and cannot do enough to make you comfortable up front. Other airlines amenity kits are becoming collectables but not so the hideous herringbone, sparse offering on AC. LH, Eva and Thai's Rimova amenity kits are a reason to fly them and not available anywhere else. I think AC have forgotten that many of us love to fly and it's about a happy experience. They are making money again and lots of it but at the expense of the customer service experience. What a terrible shame.",5,0.832161,0.000664,0.0742,0.000664,0.06424,0.000665,0.832161,0.027406
4903,Eurowings,Economy Class,1.0,no,"Eurowings lost our luggage twice! There and back. It took three days to get our luggage in Stuttgart. We had only one pair of clothes in our carry on. We also had to borrow a comb and pay extra for a toothbrush, toothpaste, and a razor at the hotel. Keep in mind most stores were closed on Sundays and most closed at 8pm during the week. We had to buy shampoo at the Aldis by our hotel and sleep naked. We also had to wash our clothes in the sink with shampoo. Then on our way home the check in was horrible. There was no signs on where to go and the employees were no help. We asked them where to go but they told us wrong. Eurowings airplanes must be old because when we were taking off the lights flickered and there was rattling. Their seats are pretty uncomfortable and there was no headrest. Then at the Berlin airport we had to walk to a different terminal and wait in line for about 45 minutes for passport check. Then when we arrived in the terminal it looked like a third world country. Like an air force base in Afghanistan. Then the boarding line for the flight to Toronto was chaos. Nobody knew where to go and you couldn’t hear the workers over the speaker. Then when we landed in Toronto at the baggage claim we waited for about 30 minutes trying to find our luggage. How can one airline lose our bags twice in one week? We then had to wait in the lost baggage line for 50 ish minutes because there was only two employees. We then got our luggage about three days after we got home. I wouldn’t ever fly Eurowings again. I would rather pay extra for a better airline than losing my luggage and not being able to enjoy my vacation.",2,0.542339,0.234016,0.219015,0.542339,0.001158,0.001157,0.001159,0.001156
4904,United Airlines,Economy Class,1.0,no,"I understand that things sometimes happen which are beyond the control of the staff, and delays occur. However, my experience with United Airlines today was highly disappointing not only because of the delay (approximately three hours), but because of the lack of professionalism demonstrated by the staff. Our flight attendant was not apologetic about the long, expected delay at all, but was very rude toward several passengers. One of these passengers included a woman with a baby, from whom the flight attendant grumpily took a purse and roughly shoved it into the overhead. There were no apologies from the flight attendant as we de-boarded, after another smaller delay as we waited for a free gate, and she was not pleasant toward anyone, from what I observed. This is the fourth time I have experienced unexpected delays while flying United during the past four years or so, but the first time I have ever experienced such poor service.",0,0.457228,0.457228,0.272101,0.002077,0.262359,0.002076,0.00208,0.002079
4905,Philippine Airlines,Economy Class,3.0,no,"New York to Manila via Vancouver. Bad ground experience and disgusting food. I am a handicap who needed a wheelchair during by outbound flight from New York JFK, Before boarding at the departure counter, the ground stewardess lined us, about one an half dozen, wheel chaired passengers in front of the boarding ramp. For about 45 mins before being taken to the plane, we sat their shivering being exposed to the cold January air because the ramp door was kept open. Only after repeated complaints did the ground steward/stewardess who were busy chatting to each other and playing with their cell phones, notice and attended to fix the problem. The behavior of these young ground crew, to me, was unattentive and unprofessional. Despite the touted reputation of Philippine cuisine, the inflight food was among the worst that I could imagine. One selection was fish ceviche, and it was the only ceviche dish cooked without any hint of sourness or vinegar. A small bread roll came in with the serving. And it came without any butter. One had to ask. The food serve in the second leg of the flight were also unappealing. Sad to say about the flagship airline of my home country. It will not survive the competition, I'm afraid.",5,0.506203,0.184726,0.001434,0.229146,0.001433,0.001433,0.506203,0.075625
4906,American Airlines,Economy Class,1.0,no,"We were set to travel from Vegas to Dallas then to Orlando then to Gatwick. The nightmare started on our first flight, flight was delayed due to cabin crew being late, when we got to Dallas we had missed our connection due to the previous flight delay, we then get told we can go on the next flight but it was fully booked so we would be put on standby. We made them aware we had more connections to get to, they couldn't of cared less! After my partner explaining we needed to get home due to commitments etc they put us on a direct flight, after they booked it then told us it was to Heathrow airport which is 45 mins from where our car was in Gatwick. Advised that the airline would pay for our bus journey so we took it. When we arrived in Heathrow our nightmare continued as American airlines had now lost our luggage. When we realised the luggage was missing we went to a help desk just to file a report and to be told to go home and our luggage should arrive later that day and all will be ok. Well I've been home a day now and numerous phone calls to American Airlines have not been helpful to us.",3,0.413932,0.201604,0.001707,0.330279,0.413932,0.00171,0.001708,0.04906
4907,KLM Royal Dutch Airlines,Economy Class,1.0,no,"I booked my wife's birthday trip well in advance. I transferred points so we could elevate our flying experience. We also booked her best friend with us separately. I booked all 3 in premium economy together from SFO to AMS. Upon check-in (24 hours prior), the system split all 3 of us up. I had to call customer service to fix the issue. However, they were unable to sit our friend with us. We were excited about our journey so decided to just go with it. On our return flight, we were yet again split up and also downgraded. I had to spend another 3 hours on the phone trying to find solutions. No customer service reps wanted to help. I had to find the solution myself and we were still unable to get our friend with us. I was told to do the reimbursement online for the downgrade. So I did and it was rejected. More phone calls to customer service. I asked for supervisors but was told the reps do not have supervisors. No managers to assist them. I was told it was rejected because I didn't submit proof. Is information not stored at KLM? I asked for the reps email so I can send proof. Apparently reps do not have company emails so I cant email the rep now. I submitted proof and was told I would get some points back. I was given 68k points for my troubles. 68k?! Can I even book a premium economy flight for 2 for that? During this process I have spent approximately 8 hours on the phone and been ""disconnected"" four times without a return call. It seems KLM just ignores the customer in hopes they go away. They put all the work on the customer rather than take charge. This has been the worst customer service I have ever seen. I hope KlM provides further training for their employees.",2,0.46447,0.001016,0.024625,0.46447,0.001018,0.436472,0.071383,0.001016
4908,Etihad Airways,Economy Class,1.0,no,"✅ , |  Bangkok to Belgrade via Mumbai and Abu Dhabi. I'm a silver frequent flyer of Air Serbia and Etihad Airways. Some weeks ago I bought a ticket from Belgrade to Thailand and back via Etihad. I chose to travel with Etihad. Before I purchased the ticket I've checked with Etihad Airways about having 2 pieces of baggages 23kg each, using lounges on connecting airports and they confirmed all of that. When I bought the ticket I choose type of meals and seats for the flights. During my route out to Thailand everything was as expected without any problems. A few days before I was to fly back I received e-mail from Etihad reminding me about return flight, offering to check-in online and confirming my seats. My suffering started the moment I arrived at Bangkok Airport. The flight was operated by Jet Airways and they refused to check me in without paying extra for excess baggage (200USD) although they are Etihad partner. They didn't provide me seats and food that I had already confirmed in e-mail and was provided on my way to Thailand. Staff was rude. In Mumbai I thought it would be better since there is Etihad Airways staff but they were worse. Not helping with seats nor food, nor being polite. Also I was denied excess to lounge in Mumbai without a reason although I have right and I confirmed that before buying ticket. Finally I thought in Abu Dhabi everything will be resolved but the headquarters are the worst. There was an employee yelling at me for their mistakes! It's been a month and no resolution.  They say they will refund me money but it's been a month and they didn't even asked for my bank account number. They replied to me only after I shared my experience online and when I found their CEO's e-mail and included him in correspondence. On every step of my trip there was a problem. My last flight back home was Air Serbia so I was relieved because I am their frequent flyer and that is my national airline, (unfortunately owned by Etihad Airways) but they still have old standards of hospitality and good service - unlike Etihad. From my experience even Jet Airways is more professional then Etihad.  I travel a lot and I can recommend other companies like Emirates, Turkish Airlines, Air Serbia, Lufthansa.",4,0.424401,0.000783,0.021023,0.182713,0.000782,0.424401,0.226889,0.143408
4909,Sun Country Airlines,Economy Class,1.0,no,"Had to cancel our flight due to weather. This is a situation they could not control. That said, it is not the cancelation, it is how they handled it is where the train came off the tracks. We were stranded in a foreign county and they did not provide any assistance to help us find lodging or grand transportation. It was a challenging situation to say the least. I had requested flight communication via text. They sent and email, which I did not check before leaving our resort for the airport as 7:00 AM. We would have simply stayed where we felt safe if proper communication had occurred. It is their customer service. The worst experience of my life. I strongly advice to spend the extra few hundred dollars and fly Delta. Learn from my mistake. This airline is cheap for a reason. They simply do not care. You will get lip service but zero execution. Trust me, stay away.",4,0.466601,0.002079,0.002078,0.310538,0.214551,0.466601,0.002078,0.002076
4910,Air Europa,Economy Class,1.0,no,I booked a flight from Amsterdam to Miami. They denied me boarding in Amsterdam because I lacked some documents to enter the USA because of Covid-19. They said I can re-schedule my flights for a later date through Aviapartner desk at the airport. After 1 hour of searching everywhere with little help . I finally found it. Aviapartner was useless and could do nothing for me. If you don’t let a client enter a flight the minimum you can do is give a voucher or re-schedule. I’m disgusted by their poor service. I will never use them again.,2,0.55247,0.003678,0.003675,0.55247,0.003682,0.429141,0.00368,0.003674
4911,Swoop,Economy Class,3.0,no,Winnipeg to Hamilton. Prices are fair but their website is horrible. Never accepts CC payment and I always need to call and book in person. Then they make it seem like they are doing me a favour by not charging me the $15-  figure it out people. Tried contacting them but no response yet.,4,0.658156,0.005122,0.263589,0.005125,0.005119,0.658156,0.005125,0.057764
4912,TACV Cabo Verde Airlines,,3.0,no,Of 4 internal flights 3 worked just fine. Straightforward check-in friendly staff and on time. However on one (Sal - Praia) they brought forward the departure time without advising our agent so we missed it and after lots of protesting and phone calls to the UK agent we got a flight 15 hours later. They're erratic but if you continually re-confirm it should be ok. This is a time warp airline though - industrial size mechanical scales at check-in (not used) and hand written passenger lists at Sao Felipe airport. We shared one flight with 3 crates of live hens.,2,0.402297,0.002931,0.107653,0.402297,0.230418,0.002929,0.100815,0.152957
4913,Air France,Business Class,1.0,no,"Just days before my departure, Air France changed 3 of the 4 legs of my flight. The result was missed connections, forced stay in Charles de Gaulle airport for 10 hours, extra night in a hotel, and a day late arriving home. Instead of pushing everyone onto a later flight thus ensuring missed connections, why not push everyone to an earlier flight to secure the connections? The food and service dos not make up for the inconvenience. Never again Air France.",3,0.704907,0.105984,0.00305,0.00305,0.704907,0.003048,0.003049,0.176912
4914,Flair Airlines,Economy Class,4.0,no,"Very uncomfortable seating and horrible timing for check in bags. Our seats were so uncomfortable and did nothing fulfil any of our expectations as we felt super clustered. After the flight back to Vancouver from Flair airlines, we ended up standing around and waiting for a half hour just for our check-in bags to be received.",1,0.505131,0.126658,0.505131,0.287097,0.00552,0.06456,0.005523,0.005512
4915,Avianca,Economy Class,1.0,no,I booked a flight with Avianca. I got confirmation saying my payment was approved with a booking code along with an Eitinerary. I called yesterday May 17th to select my seat only to find out I did not have a ticket. They told me I needed to contact my bank. My bank told me & sent me transaction that my purchase was approved on their end & basically the airline did not do their part. So this whole entire time for a couple months I thought I had a ticket only to find out I did not have a ticket a week before my flight. Needless to say I'll never fly these people. My bank has refunded my money because they see that the Avianca did not do their part. So needless to say I won't be going on this trip now,4,0.922057,0.002603,0.064917,0.002608,0.002608,0.922057,0.002606,0.002601
4916,Jetstar Asia,Economy Class,1.0,no,Hong Kong - Singapore - Perth. We flew from HKG to Singapore originally at 11.05am and should have taken the second flight to Perth at 5.50pm. Jetstar delayed the flight for 7 hours due to 'adverse weather and operational reason'. Flights of other airlines had the planes boarded to Singapore with at most 1 hour delay. We finally could not catch up the second plane and were forced to stay one night in Singapore with no accommodation provided. Staff were not helpful and made us confused. We arrived Perth with a 24-hour delay with no luggage. We called the so-called 'hotlines' and the people there said they are not the customer service department staff and we could only complain by email. Finally we were back to Hong Kong and sent an email to Jetstar.,6,0.427495,0.226737,0.002427,0.114408,0.108899,0.117609,0.002425,0.427495
4917,Lufthansa,Economy Class,1.0,no,"I have been at Frankfurt airport after traveling on an early morning flight out of Amman which left at 340am their time. I have been up for over 36 hours at this point and my flight has been delayed multiple times. It was originally supposed to leave at 1040 am and now we are looking at 600pm. We are going to Chicago, and from there have a flight to Charlotte, NC before driving 3.5 hours home. This is on top of being told we will be provided a “meal” but being given only trail mix, some kind of chocolate cookie bar, water and juice. We were also loaded onto shuttle buses that had very few seats, we were packed in like sardines, and taken to the tarmac to board a new flight. We watched them load our luggage while we sat stationary on the tarmac with no explanation. Then they started unloading the luggage back off the plane and we began receiving texts that our flight was delayed again until 4pm them immediately received another text stating it was delayed until 6pm. My partner as significant rheumatological health problems and did not have access to a seat, which is a problem for her, and was in tears from standing stationary on a flat hard surface for so long. There was poor air circulation on the shuttle and the close proximity of everyone packed onto the shuttle quickly made it become suffocatingly hot.  We waited approximately 45 minutes on the shuttle in front of the plane before being told, with zero explanation, that we were being taken back to the gate we had just left.  We were then told that our gate was moved from z54 to B23, which is quiet the hike in the airport. This is on top of sleep deprivation and zero real food. I began researching Lufthansa customer rights and found that we are supposed to be provided with a meal voucher to be used at participating restaurants within the airport and that it is built into the bar code of the boarding pass. When we went to use it, the lady at the restaurant said it was something they honor and use but when she scanned the code, she said it hadn’t been activated by the airline yet. When we came back to the counter to see about having it activated, we were told they couldn’t activate it and a manager had to. It is now 408pm local time.  I understand that delays happen but the overall lack of communication and lack of customer service has been appalling. I have never seen this level of lack of caring for the clientele paying for services by a company.",0,0.285139,0.285139,0.00078,0.227939,0.271488,0.00078,0.213096,0.000779
4918,Volotea,Economy Class,1.0,no,"Absolute worst customer service and airline. I booked a flight for my anniversary. The flight got changed/cancelled for the return and received no notice. I only found out when I tried to get boarding passes the day of the flight. After multiple tries of contacting the airline, I finally got a hold of someone who hung up mid call. The second person I finally talked to said I would get a refund, but I have received no notification of a refund or anything. I’ve tried to use the chat but they told me they couldn’t help and to send an email. When I try to email, it says my email is invalid. Nothing works. The worst customer service I’ve dealt with and still no refund. I will never use this airline again. I hope this doesn’t happen to others, but sadly, I’m sure it will.",4,0.730042,0.002348,0.002349,0.258221,0.002349,0.730042,0.002347,0.002345
4919,American Airlines,Economy Class,1.0,no,"Denver to Phoenix. Agents at gate A53 was very rude to customers continuously. I arrived early and was just waiting near the gate and could not believe how the agent's would speak to customers. me being one. I will not recommend American Airlines to anyone. I am a senior citizen and required a wheelchair because of medical reasons not being able to walk long distances, the person transporting me was very rough had to take pain meds after arriving to my gate. The staff need customer service training. Worst experience ever.",2,0.683678,0.003121,0.003121,0.683678,0.300734,0.003115,0.003115,0.003115
4920,Thomas Cook Airlines,Economy Class,1.0,no,Flew Gatwick to Cancun the worst flight I have ever been on. One and half hour delay going out and coming back no reason given it was just accept it and that's it. Cabin crew scruffy and more interested in speaking to each other about what they did the previous evening laying over the trolley giggling. Awful service. No one seemed in charge No one cared about the passengers except when they were trying to sell something. The aircraft was tatty not very clean tatty magazines. Inflight film kept cutting out even after having to pay 2.75 for the adapter. For a 11.5 hour flight. The leg room was minimal and uncomfortable.,5,0.728265,0.170517,0.090189,0.002759,0.00276,0.002758,0.728265,0.002753
4921,KLM Royal Dutch Airlines,Economy Class,1.0,no,"Dublin to Milan. I was extremely disappointed with my trip. The ground people were very nice, but the other staff or management I needed help from were extremely non-flexible, did not listen, and had no customer service whatsoever. This ruined my experience so much that I have to give a 1-star rating. I have never experienced something like this in my life. I will never fly with KLM Royal Dutch Airlines again. I was shocked by such a lack of customer service.",2,0.600938,0.0041,0.004099,0.600938,0.0041,0.004099,0.378566,0.004099
4922,Bangkok Airways,Economy Class,5.0,no,Four flights BKK-PKT-BKK-PNH REP-BKK. Took 4 flights in as many days. Check in was fine no queues staff overall were robotic very few smiles. Food was not good at all. Cold rice and a cold sausage served twice - inedible. Flights were on time got our bags there in one piece. Never used the lounges as were tight connections am sure its an added bonus. Overall not boutique more budget airline.,5,0.7755,0.004228,0.114312,0.004223,0.093301,0.004217,0.7755,0.004218
4923,Kuwait Airways,Economy Class,1.0,no,"I travelled from London Heathrow to colombo via Kuwait with Kuwait Airways - the expericance was horrible. The aircraft was old, none of the PTV screens worked, the staff were very rude and they had no blankets at all. The flight was delayed by 3 hours. All passengers were stuck in the aircraft for that long and it was over 30 degrees - all they did was give out water. Even though the tickets are cheap I do not recommend this airline - their service is not good at all.",5,0.543011,0.112559,0.004353,0.004352,0.004349,0.004366,0.543011,0.32701
4924,Scoot,Economy Class,1.0,no,"Manila to Singapore, booked to travel in January 2018. Customer service does not exist. I've been trying to call the customer service in Singapore, Philippines, Australia, and any countries I can try. No one picks up. Every time I get a classic machine voice that everyone is on the phone (on several occasions!). I tried sending a feedback through their online form. I tried to complete every single field, and by the time i click on ""submit"" it says that I have not entered on the ""Case Category / Type Field.",4,0.503603,0.002984,0.002987,0.294962,0.002984,0.503603,0.002983,0.189496
